Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
35.8,200052727,1,200052727.0,200052727.0,200052727,200052727,0.0,PushPop,:timing
15.7,87740048,1,87740048.0,87740048.0,87740048,87740048,0.0,PushPop,:optim_step
14.0,78072947,1,78072947.0,78072947.0,78072947,78072947,0.0,PushPop,:backward
14.0,78065747,1,78065747.0,78065747.0,78065747,78065747,0.0,PushPop,:torch.autograd.backward
5.5,30736157,1,30736157.0,30736157.0,30736157,30736157,0.0,PushPop,:forward
1.1,6157236,32,192413.6,191173.0,184338,221357,6651.6,PushPop,:scaled_dot_product_attention
1.0,5772031,64,90188.0,91454.0,78989,111669,8335.2,PushPop,:BasicsTransformerLM.layers.0.attn.positional_encoder
0.4,2030209,32,63444.0,62614.5,60740,71879,2693.5,PushPop,:computing softmax
0.3,1685602,32,52675.1,52089.5,47729,61919,2733.7,PushPop,:computing attention_scores
0.2,1191088,1,1191088.0,1191088.0,1191088,1191088,0.0,PushPop,:BasicsTransformerLM.layers.0
0.2,1111508,32,34734.6,34259.0,32230,41470,2195.8,PushPop,:computing output
0.2,975950,1,975950.0,975950.0,975950,975950,0.0,PushPop,:BasicsTransformerLM.layers.1
0.2,973221,32,30413.2,29850.0,29050,37040,1691.2,PushPop,:applying attention mask
0.2,962050,1,962050.0,962050.0,962050,962050,0.0,PushPop,:BasicsTransformerLM.layers.2
0.2,959100,1,959100.0,959100.0,959100,959100,0.0,PushPop,:BasicsTransformerLM.layers.30
0.2,957721,1,957721.0,957721.0,957721,957721,0.0,PushPop,:BasicsTransformerLM.layers.4
0.2,955250,1,955250.0,955250.0,955250,955250,0.0,PushPop,:BasicsTransformerLM.layers.28
0.2,952390,1,952390.0,952390.0,952390,952390,0.0,PushPop,:BasicsTransformerLM.layers.3
0.2,949810,1,949810.0,949810.0,949810,949810,0.0,PushPop,:BasicsTransformerLM.layers.6
0.2,946881,1,946881.0,946881.0,946881,946881,0.0,PushPop,:BasicsTransformerLM.layers.12
0.2,945921,1,945921.0,945921.0,945921,945921,0.0,PushPop,:BasicsTransformerLM.layers.29
0.2,943781,1,943781.0,943781.0,943781,943781,0.0,PushPop,:BasicsTransformerLM.layers.7
0.2,942080,1,942080.0,942080.0,942080,942080,0.0,PushPop,:BasicsTransformerLM.layers.22
0.2,941421,1,941421.0,941421.0,941421,941421,0.0,PushPop,:BasicsTransformerLM.layers.19
0.2,941200,1,941200.0,941200.0,941200,941200,0.0,PushPop,:BasicsTransformerLM.layers.13
0.2,940641,1,940641.0,940641.0,940641,940641,0.0,PushPop,:BasicsTransformerLM.layers.23
0.2,940370,1,940370.0,940370.0,940370,940370,0.0,PushPop,:BasicsTransformerLM.layers.15
0.2,939500,1,939500.0,939500.0,939500,939500,0.0,PushPop,:BasicsTransformerLM.layers.24
