size,mode,warmup,iters,forward_mean_ms,forward_std_ms,backward_mean_ms,backward_std_ms,optim_mean_ms,optim_std_ms
small,train,0,10,33.97959240246564,51.46830158874116,35.51417019916698,10.472616529540183,7.867392699699849,0.13307674530860464
medium,train,0,10,47.908478090539575,0.8442227956133908,92.57162230787799,0.11379944599417614,16.656235593836755,0.11037478735952073
large,train,0,10,109.19254168402404,7.998119488038528,208.13666420290247,0.390470916709131,29.85599086387083,0.2049291497068729
xl,train,0,10,317.2649592044763,69.6965415907868,570.1921502826735,0.5470603183337552,79.73950353916734,0.23117152788393053
