Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
37.2,233675851,1,233675851.0,233675851.0,233675851,233675851,0.0,PushPop,:timing
19.5,122633453,2,61316726.5,61316726.5,61290578,61342875,36979.6,PushPop,:optim_step
11.2,70519754,2,35259877.0,35259877.0,35244592,35275162,21616.3,PushPop,:backward
11.2,70493012,2,35246506.0,35246506.0,35230876,35262136,22104.2,PushPop,:torch.autograd.backward
6.2,39028258,2,19514129.0,19514129.0,19477473,19550785,51839.4,PushPop,:forward
1.0,6449742,48,134369.6,132444.0,115763,177739,16667.3,PushPop,:BasicsTransformerLM.layers.0.attn.positional_encoder
0.7,4238476,2,2119238.0,2119238.0,2086408,2152068,46428.6,PushPop,:BasicsTransformerLM.layers.0
0.5,3154557,2,1577278.5,1577278.5,1577096,1577461,258.1,PushPop,:BasicsTransformerLM.layers.2
0.5,3153682,2,1576841.0,1576841.0,1553283,1600399,33316.0,PushPop,:BasicsTransformerLM.layers.7
0.5,3108787,2,1554393.5,1554393.5,1550550,1558237,5435.5,PushPop,:BasicsTransformerLM.layers.1
0.5,3106195,2,1553097.5,1553097.5,1518759,1587436,48562.0,PushPop,:BasicsTransformerLM.layers.4
0.5,3096289,2,1548144.5,1548144.5,1526351,1569938,30820.7,PushPop,:BasicsTransformerLM.layers.9
0.5,3085262,2,1542631.0,1542631.0,1520875,1564387,30767.6,PushPop,:BasicsTransformerLM.layers.11
0.5,3081988,2,1540994.0,1540994.0,1503134,1578854,53542.1,PushPop,:BasicsTransformerLM.layers.5
0.5,3044482,2,1522241.0,1522241.0,1498317,1546165,33833.6,PushPop,:BasicsTransformerLM.layers.6
0.5,3032023,2,1516011.5,1516011.5,1487848,1544175,39829.2,PushPop,:BasicsTransformerLM.layers.10
0.5,3030748,2,1515374.0,1515374.0,1511428,1519320,5580.5,PushPop,:BasicsTransformerLM.layers.3
0.5,2968260,2,1484130.0,1484130.0,1478181,1490079,8413.2,PushPop,:BasicsTransformerLM.layers.8
0.5,2943976,2,1471988.0,1471988.0,1439373,1504603,46124.6,PushPop,:BasicsTransformerLM.layers.0.attn
0.3,2055733,2,1027866.5,1027866.5,1021053,1034680,9635.7,PushPop,:BasicsTransformerLM.layers.7.attn
0.3,2043917,2,1021958.5,1021958.5,1007197,1036720,20875.9,PushPop,:BasicsTransformerLM.layers.2.attn
0.3,2035310,2,1017655.0,1017655.0,982068,1053242,50327.6,PushPop,:BasicsTransformerLM.layers.5.attn
0.3,2034825,2,1017412.5,1017412.5,995636,1039189,30796.6,PushPop,:BasicsTransformerLM.layers.4.attn
0.3,2009109,2,1004554.5,1004554.5,993635,1015474,15442.5,PushPop,:BasicsTransformerLM.layers.1.attn
0.3,1992759,2,996379.5,996379.5,994995,997764,1958.0,PushPop,:BasicsTransformerLM.layers.9.attn
0.3,1985582,2,992791.0,992791.0,964572,1021010,39907.7,PushPop,:BasicsTransformerLM.layers.10.attn
0.3,1979597,2,989798.5,989798.5,972311,1007286,24731.1,PushPop,:BasicsTransformerLM.layers.6.attn
0.3,1958380,2,979190.0,979190.0,973362,985018,8242.0,PushPop,:BasicsTransformerLM.layers.11.attn
0.3,1944217,2,972108.5,972108.5,963538,980679,12120.5,PushPop,:BasicsTransformerLM.layers.3.attn
