Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
33.1,3152606369,1,3152606369.0,3152606369.0,3152606369,3152606369,0.0,PushPop,:timing
21.8,2074937642,2,1037468821.0,1037468821.0,1037421012,1037516630,67612.1,PushPop,:backward
21.8,2074885463,2,1037442731.5,1037442731.5,1037397913,1037487550,63382.9,PushPop,:torch.autograd.backward
6.2,594381448,2,297190724.0,297190724.0,297076907,297304541,160961.5,PushPop,:optim_step
4.9,463660494,2,231830247.0,231830247.0,231811838,231848656,26034.3,PushPop,:forward
1.7,160106795,144,1111852.7,77978.0,58499,3712343,1439055.5,PushPop,:BasicsTransformerLM.layers.0.attn.positional_encoder
0.3,28662179,2,14331089.5,14331089.5,14328615,14333564,3499.5,PushPop,:BasicsTransformerLM.layers.34
0.3,28651769,2,14325884.5,14325884.5,14324454,14327315,2023.0,PushPop,:BasicsTransformerLM.layers.27
0.3,28650540,2,14325270.0,14325270.0,14324115,14326425,1633.4,PushPop,:BasicsTransformerLM.layers.25
0.3,28631240,2,14315620.0,14315620.0,14313095,14318145,3570.9,PushPop,:BasicsTransformerLM.layers.33
0.3,28630391,2,14315195.5,14315195.5,14304846,14325545,14636.4,PushPop,:BasicsTransformerLM.layers.22
0.3,28630100,2,14315050.0,14315050.0,14313655,14316445,1972.8,PushPop,:BasicsTransformerLM.layers.28
0.3,28629900,2,14314950.0,14314950.0,14314335,14315565,869.7,PushPop,:BasicsTransformerLM.layers.30
0.3,28627960,2,14313980.0,14313980.0,14312055,14315905,2722.4,PushPop,:BasicsTransformerLM.layers.23
0.3,28625430,2,14312715.0,14312715.0,14308705,14316725,5671.0,PushPop,:BasicsTransformerLM.layers.31
0.3,28622590,2,14311295.0,14311295.0,14301905,14320685,13279.5,PushPop,:BasicsTransformerLM.layers.29
0.3,28621950,2,14310975.0,14310975.0,14305565,14316385,7650.9,PushPop,:BasicsTransformerLM.layers.26
0.3,28621540,2,14310770.0,14310770.0,14300415,14321125,14644.2,PushPop,:BasicsTransformerLM.layers.32
0.3,28618062,2,14309031.0,14309031.0,14307606,14310456,2015.3,PushPop,:BasicsTransformerLM.layers.24
0.3,28612370,2,14306185.0,14306185.0,14302715,14309655,4907.3,PushPop,:BasicsTransformerLM.layers.35
0.3,25503162,2,12751581.0,12751581.0,12750796,12752366,1110.2,PushPop,:BasicsTransformerLM.layers.21
0.3,25032694,2,12516347.0,12516347.0,12512102,12520592,6003.3,PushPop,:BasicsTransformerLM.layers.27.attn
0.3,25031525,2,12515762.5,12515762.5,12503543,12527982,17281.0,PushPop,:BasicsTransformerLM.layers.35.attn
0.3,25030354,2,12515177.0,12515177.0,12503862,12526492,16001.8,PushPop,:BasicsTransformerLM.layers.25.attn
0.3,25017145,2,12508572.5,12508572.5,12505773,12511372,3959.1,PushPop,:BasicsTransformerLM.layers.30.attn
0.3,25015336,2,12507668.0,12507668.0,12502353,12512983,7516.5,PushPop,:BasicsTransformerLM.layers.22.attn
0.3,25014105,2,12507052.5,12507052.5,12506482,12507623,806.8,PushPop,:BasicsTransformerLM.layers.33.attn
0.3,25008594,2,12504297.0,12504297.0,12489972,12518622,20258.6,PushPop,:BasicsTransformerLM.layers.29.attn
0.3,25007045,2,12503522.5,12503522.5,12499233,12507812,6066.3,PushPop,:BasicsTransformerLM.layers.34.attn
0.3,25002666,2,12501333.0,12501333.0,12501063,12501603,381.8,PushPop,:BasicsTransformerLM.layers.26.attn
0.3,25002464,2,12501232.0,12501232.0,12500192,12502272,1470.8,PushPop,:BasicsTransformerLM.layers.24.attn
0.3,25002264,2,12501132.0,12501132.0,12500472,12501792,933.4,PushPop,:BasicsTransformerLM.layers.28.attn
0.3,25001354,2,12500677.0,12500677.0,12497742,12503612,4150.7,PushPop,:BasicsTransformerLM.layers.23.attn
0.3,25000305,2,12500152.5,12500152.5,12495562,12504743,6491.9,PushPop,:BasicsTransformerLM.layers.32.attn
0.3,24995526,2,12497763.0,12497763.0,12493163,12502363,6505.4,PushPop,:BasicsTransformerLM.layers.31.attn
0.2,21952205,2,10976102.5,10976102.5,10973212,10978993,4087.8,PushPop,:BasicsTransformerLM.layers.21.attn
0.1,10553144,2,5276572.0,5276572.0,5262342,5290802,20124.3,PushPop,:loss
0.0,3365011,2,1682505.5,1682505.5,1657886,1707125,34817.2,PushPop,:BasicsTransformerLM.layers.0
0.0,3075479,2,1537739.5,1537739.5,1536150,1539329,2247.9,PushPop,:BasicsTransformerLM.layers.32.ln2
0.0,3075150,2,1537575.0,1537575.0,1535620,1539530,2764.8,PushPop,:BasicsTransformerLM.layers.34.ln2
0.0,3071870,2,1535935.0,1535935.0,1532790,1539080,4447.7,PushPop,:BasicsTransformerLM.layers.26.ln2
0.0,3067959,2,1533979.5,1533979.5,1530090,1537869,5500.6,PushPop,:BasicsTransformerLM.layers.28.ln2
0.0,3067169,2,1533584.5,1533584.5,1532639,1534530,1337.1,PushPop,:BasicsTransformerLM.layers.31.ln2
0.0,3066879,2,1533439.5,1533439.5,1529830,1537049,5104.6,PushPop,:BasicsTransformerLM.layers.21.ln2
0.0,3066150,2,1533075.0,1533075.0,1532560,1533590,728.3,PushPop,:BasicsTransformerLM.layers.22.ln2
0.0,3065290,2,1532645.0,1532645.0,1531590,1533700,1492.0,PushPop,:BasicsTransformerLM.layers.23.ln2
0.0,3063870,2,1531935.0,1531935.0,1524340,1539530,10741.0,PushPop,:BasicsTransformerLM.layers.29.ln2
0.0,3063110,2,1531555.0,1531555.0,1529200,1533910,3330.5,PushPop,:BasicsTransformerLM.layers.24.ln2
