size,mode,warmup,iters,forward_mean_ms,forward_std_ms,backward_mean_ms,backward_std_ms,optim_mean_ms,optim_std_ms,ctx_length
small,train,5,10,10.17409679479897,0.010790538203747918,18.767672509420663,0.015650430708730192,8.03553300211206,0.08468954902305573,256
small,train,5,10,37.456017499789596,0.043918972682743876,69.83419890748337,0.04992869376595481,8.045378676615655,0.03195666453508159,1024
small,train,5,10,90.6237468123436,0.396255892707446,171.1342980968766,0.043374045780404255,8.111151994671673,0.07762001333487502,2048
large,train,5,10,62.58056500228122,0.04054677016167999,112.70072659244761,0.0644367830472383,30.244985304307193,0.19436695741648438,256
large,train,5,10,229.8618086031638,0.0242017388234754,430.22013710578904,0.14207204851221478,29.975227802060544,0.09359266704847621,1024
large,train,5,10,521.6044813860208,0.07002943006911064,1026.4949902892113,0.4604260064237278,30.11849350295961,0.21639313817942463,2048
