size,mode,warmup,iters,autocast,forward_mean_ms,forward_std_ms,backward_mean_ms,backward_std_ms,ctx_length
small,fb,5,10,False,16.63243806688115,0.009257487558152885,31.803631712682545,0.01697897087348363,512
medium,fb,5,10,False,47.19794570701197,0.03215560144418957,91.86150591121987,0.020465569845285084,512
large,fb,5,10,False,105.91167001985013,0.02260980492286743,206.25689678126946,0.020156008346804425,512
xl,fb,5,10,False,291.92417638842016,0.02280075202526243,567.1631937846541,0.0459459888199413,512
small,fb,5,10,True,8.032842609100044,0.015852193479681673,13.496362010482699,0.0163500903035601,512
medium,fb,5,10,True,16.53007639106363,0.08626487737428176,31.976146972738206,0.05707097005797991,512
large,fb,5,10,True,29.762869398109615,0.028628095768575768,59.00784123223275,1.0827285924456644,512
xl,fb,5,10,True,47.15823633596301,0.015371327762904811,104.67607779428363,0.04896628822478201,512
