Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
36.0,232727292,1,232727292.0,232727292.0,232727292,232727292,0.0,PushPop,:timing
18.9,122004935,2,61002467.5,61002467.5,61002000,61002935,661.1,PushPop,:optim_step
10.5,68041754,2,34020877.0,34020877.0,32901953,35139801,1582397.5,PushPop,:backward
10.5,68015662,2,34007831.0,34007831.0,32888967,35126695,1582312.6,PushPop,:torch.autograd.backward
6.4,41249060,2,20624530.0,20624530.0,19532566,21716494,1544270.3,PushPop,:forward
1.5,9824514,24,409354.8,329566.0,308905,2204437,382592.8,PushPop,:scaled_dot_product_attention
1.0,6381394,48,132945.7,138446.0,113494,168348,16140.8,PushPop,:BasicsTransformerLM.layers.0.attn.positional_encoder
0.8,5054545,2,2527272.5,2527272.5,1523214,3531331,1419953.1,PushPop,:BasicsTransformerLM.layers.10
0.7,4207862,2,2103931.0,2103931.0,2091455,2116407,17643.7,PushPop,:BasicsTransformerLM.layers.0
0.6,3922878,2,1961439.0,1961439.0,975622,2947256,1394155.8,PushPop,:BasicsTransformerLM.layers.10.attn
0.6,3815312,24,158971.3,80870.0,73934,1960905,383824.4,PushPop,:computing output
0.5,3189999,2,1594999.5,1594999.5,1541271,1648728,75983.6,PushPop,:BasicsTransformerLM.layers.11
0.5,3155751,2,1577875.5,1577875.5,1552971,1602780,35220.3,PushPop,:BasicsTransformerLM.layers.8
0.5,3142159,2,1571079.5,1571079.5,1569178,1572981,2689.1,PushPop,:BasicsTransformerLM.layers.2
0.5,3134295,2,1567147.5,1567147.5,1553013,1581282,19989.2,PushPop,:BasicsTransformerLM.layers.7
0.5,3112454,2,1556227.0,1556227.0,1552090,1560364,5850.6,PushPop,:BasicsTransformerLM.layers.5
0.5,3110322,2,1555161.0,1555161.0,1538882,1571440,23022.0,PushPop,:BasicsTransformerLM.layers.1
0.5,3095038,2,1547519.0,1547519.0,1514998,1580040,45991.6,PushPop,:BasicsTransformerLM.layers.3
0.5,3073498,2,1536749.0,1536749.0,1522125,1551373,20681.5,PushPop,:BasicsTransformerLM.layers.4
0.5,3055809,2,1527904.5,1527904.5,1521324,1534485,9306.2,PushPop,:BasicsTransformerLM.layers.9
0.5,3021751,2,1510875.5,1510875.5,1506679,1515072,5934.7,PushPop,:BasicsTransformerLM.layers.6
0.5,2915469,2,1457734.5,1457734.5,1452740,1462729,7063.3,PushPop,:BasicsTransformerLM.layers.0.attn
0.4,2297912,24,95746.3,94492.5,91603,113563,4371.5,PushPop,:computing softmax
0.3,2086873,24,86953.0,85880.5,78339,111613,8081.1,PushPop,:computing attention_scores
0.3,2078847,2,1039423.5,1039423.5,1032749,1046098,9439.2,PushPop,:BasicsTransformerLM.layers.8.attn
0.3,2069299,2,1034649.5,1034649.5,1033585,1035714,1505.4,PushPop,:BasicsTransformerLM.layers.7.attn
0.3,2063438,2,1031719.0,1031719.0,996143,1067295,50312.1,PushPop,:BasicsTransformerLM.layers.11.attn
0.3,2054475,2,1027237.5,1027237.5,995637,1058838,44689.9,PushPop,:BasicsTransformerLM.layers.3.attn
0.3,2052438,2,1026219.0,1026219.0,1006253,1046185,28236.2,PushPop,:BasicsTransformerLM.layers.2.attn
0.3,2034993,2,1017496.5,1017496.5,1014568,1020425,4141.5,PushPop,:BasicsTransformerLM.layers.1.attn
0.3,2032955,2,1016477.5,1016477.5,999233,1033722,24387.4,PushPop,:BasicsTransformerLM.layers.4.attn
0.3,2016896,2,1008448.0,1008448.0,984545,1032351,33803.9,PushPop,:BasicsTransformerLM.layers.5.attn
0.3,1992325,2,996162.5,996162.5,992915,999410,4592.7,PushPop,:BasicsTransformerLM.layers.6.attn
0.3,1980645,2,990322.5,990322.5,977276,1003369,18450.5,PushPop,:BasicsTransformerLM.layers.9.attn
0.2,1185949,24,49414.5,47606.5,44706,75505,6370.1,PushPop,:applying attention mask
0.1,709018,2,354509.0,354509.0,354394,354624,162.6,PushPop,:BasicsTransformerLM.layers.0.attn.q_proj
0.1,548565,2,274282.5,274282.5,255534,293031,26514.4,PushPop,:BasicsTransformerLM.layers.11.ffn
