Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
31.9,3145986075,1,3145986075.0,3145986075.0,3145986075,3145986075,0.0,PushPop,:timing
21.1,2074596941,2,1037298470.5,1037298470.5,1037292050,1037304891,9080.0,PushPop,:backward
21.1,2074549733,2,1037274866.5,1037274866.5,1037267472,1037282261,10457.4,PushPop,:torch.autograd.backward
6.0,590263861,2,295131930.5,295131930.5,294860878,295402983,383326.1,PushPop,:optim_step
4.7,463413108,2,231706554.0,231706554.0,231626345,231786763,113432.7,PushPop,:forward
1.8,175994187,72,2444363.7,178313.0,160169,5643104,2705615.3,PushPop,:scaled_dot_product_attention
1.6,159997657,144,1111094.8,73344.0,55929,3715523,1440358.6,PushPop,:BasicsTransformerLM.layers.0.attn.positional_encoder
1.2,114025080,72,1583681.7,51819.5,45829,3741133,1827426.0,PushPop,:computing softmax
0.6,54276461,72,753839.7,24289.5,21789,1785723,869594.7,PushPop,:applying attention mask
0.3,28652706,2,14326353.0,14326353.0,14314208,14338498,17175.6,PushPop,:BasicsTransformerLM.layers.26
0.3,28652436,2,14326218.0,14326218.0,14315798,14336638,14736.1,PushPop,:BasicsTransformerLM.layers.30
0.3,28649836,2,14324918.0,14324918.0,14323368,14326468,2192.0,PushPop,:BasicsTransformerLM.layers.27
0.3,28649637,2,14324818.5,14324818.5,14317699,14331938,10068.5,PushPop,:BasicsTransformerLM.layers.23
0.3,28643706,2,14321853.0,14321853.0,14307608,14336098,20145.5,PushPop,:BasicsTransformerLM.layers.34
0.3,28641126,2,14320563.0,14320563.0,14317718,14323408,4023.4,PushPop,:BasicsTransformerLM.layers.33
0.3,28639126,2,14319563.0,14319563.0,14309568,14329558,14135.1,PushPop,:BasicsTransformerLM.layers.22
0.3,28629776,2,14314888.0,14314888.0,14314338,14315438,777.8,PushPop,:BasicsTransformerLM.layers.24
0.3,28624226,2,14312113.0,14312113.0,14311488,14312738,883.9,PushPop,:BasicsTransformerLM.layers.25
0.3,28621706,2,14310853.0,14310853.0,14294178,14327528,23582.0,PushPop,:BasicsTransformerLM.layers.31
0.3,28620537,2,14310268.5,14310268.5,14307498,14313039,3918.1,PushPop,:BasicsTransformerLM.layers.29
0.3,28608597,2,14304298.5,14304298.5,14295468,14313129,12488.2,PushPop,:BasicsTransformerLM.layers.35
0.3,28605987,2,14302993.5,14302993.5,14300939,14305048,2905.5,PushPop,:BasicsTransformerLM.layers.28
0.3,28601276,2,14300638.0,14300638.0,14293518,14307758,10069.2,PushPop,:BasicsTransformerLM.layers.32
0.3,25914263,2,12957131.5,12957131.5,12709444,13204819,350283.0,PushPop,:BasicsTransformerLM.layers.21
0.3,25064551,2,12532275.5,12532275.5,12519726,12544825,17747.7,PushPop,:BasicsTransformerLM.layers.35.attn
0.3,25056462,2,12528231.0,12528231.0,12524906,12531556,4702.3,PushPop,:BasicsTransformerLM.layers.27.attn
0.3,25045542,2,12522771.0,12522771.0,12517736,12527806,7120.6,PushPop,:BasicsTransformerLM.layers.34.attn
0.3,25044942,2,12522471.0,12522471.0,12519866,12525076,3684.0,PushPop,:BasicsTransformerLM.layers.25.attn
0.3,25043791,2,12521895.5,12521895.5,12512586,12531205,13165.6,PushPop,:BasicsTransformerLM.layers.22.attn
0.3,25041832,2,12520916.0,12520916.0,12519656,12522176,1781.9,PushPop,:BasicsTransformerLM.layers.30.attn
0.3,25040602,2,12520301.0,12520301.0,12517126,12523476,4490.1,PushPop,:BasicsTransformerLM.layers.24.attn
0.3,25034002,2,12517001.0,12517001.0,12516346,12517656,926.3,PushPop,:BasicsTransformerLM.layers.31.attn
0.3,25033992,2,12516996.0,12516996.0,12514116,12519876,4072.9,PushPop,:BasicsTransformerLM.layers.28.attn
0.3,25033582,2,12516791.0,12516791.0,12515726,12517856,1506.1,PushPop,:BasicsTransformerLM.layers.33.attn
0.3,25030622,2,12515311.0,12515311.0,12512286,12518336,4278.0,PushPop,:BasicsTransformerLM.layers.26.attn
0.3,25029392,2,12514696.0,12514696.0,12503596,12525796,15697.8,PushPop,:BasicsTransformerLM.layers.32.attn
0.3,25028682,2,12514341.0,12514341.0,12513946,12514736,558.6,PushPop,:BasicsTransformerLM.layers.23.attn
0.3,25020752,2,12510376.0,12510376.0,12507406,12513346,4200.2,PushPop,:BasicsTransformerLM.layers.29.attn
0.2,22393668,2,11196834.0,11196834.0,10949481,11444187,349810.0,PushPop,:BasicsTransformerLM.layers.21.attn
0.1,10601815,2,5300907.5,5300907.5,5299098,5302717,2559.0,PushPop,:loss
0.0,3568120,72,49557.2,47309.5,41460,71559,6566.1,PushPop,:computing attention_scores
0.0,3399306,72,47212.6,45599.5,40809,76719,6420.5,PushPop,:computing output
0.0,3057790,2,1528895.0,1528895.0,1526565,1531225,3295.1,PushPop,:BasicsTransformerLM.layers.29.ln2
