Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
31.3,128756204,1,128756204.0,128756204.0,128756204,128756204,0.0,PushPop,:timing
12.9,53144694,2,26572347.0,26572347.0,26496360,26648334,107461.8,PushPop,:backward
12.9,53099052,2,26549526.0,26549526.0,26476255,26622797,103620.8,PushPop,:torch.autograd.backward
9.0,37167040,2,18583520.0,18583520.0,18393796,18773244,268310.3,PushPop,:forward
9.0,37096217,2,18548108.5,18548108.5,18238891,18857326,437299.6,PushPop,:optim_step
1.9,7650428,24,318767.8,318940.5,293196,360108,18823.1,PushPop,:scaled_dot_product_attention
1.5,6264499,48,130510.4,128772.5,107133,189882,18579.3,PushPop,:BasicsTransformerLM.layers.0.attn.positional_encoder
1.0,4029024,2,2014512.0,2014512.0,1992327,2036697,31374.3,PushPop,:BasicsTransformerLM.layers.0
0.8,3107763,2,1553881.5,1553881.5,1531380,1576383,31821.9,PushPop,:BasicsTransformerLM.layers.3
0.7,3055770,2,1527885.0,1527885.0,1502960,1552810,35249.3,PushPop,:BasicsTransformerLM.layers.9
0.7,2966153,2,1483076.5,1483076.5,1466695,1499458,23166.9,PushPop,:BasicsTransformerLM.layers.5
0.7,2954939,2,1477469.5,1477469.5,1456727,1498212,29334.3,PushPop,:BasicsTransformerLM.layers.8
0.7,2946549,2,1473274.5,1473274.5,1454858,1491691,26044.9,PushPop,:BasicsTransformerLM.layers.11
0.7,2918318,2,1459159.0,1459159.0,1430879,1487439,39994.0,PushPop,:BasicsTransformerLM.layers.7
0.7,2917528,2,1458764.0,1458764.0,1453950,1463578,6808.0,PushPop,:BasicsTransformerLM.layers.6
0.7,2877081,2,1438540.5,1438540.5,1430055,1447026,12000.3,PushPop,:BasicsTransformerLM.layers.1
0.7,2873332,2,1436666.0,1436666.0,1411896,1461436,35030.1,PushPop,:BasicsTransformerLM.layers.2
0.7,2847231,2,1423615.5,1423615.5,1394708,1452523,40881.4,PushPop,:BasicsTransformerLM.layers.10
0.7,2843722,2,1421861.0,1421861.0,1390866,1452856,43833.5,PushPop,:BasicsTransformerLM.layers.4
0.7,2815879,2,1407939.5,1407939.5,1388680,1427199,27237.0,PushPop,:BasicsTransformerLM.layers.0.attn
0.6,2352734,24,98030.6,95079.5,86794,122275,10743.0,PushPop,:computing softmax
0.5,2066448,2,1033224.0,1033224.0,1012440,1054008,29393.0,PushPop,:BasicsTransformerLM.layers.3.attn
0.5,2009997,2,1004998.5,1004998.5,979460,1030537,36116.9,PushPop,:BasicsTransformerLM.layers.9.attn
0.5,1974238,24,82259.9,80125.5,73737,113317,8109.1,PushPop,:computing attention_scores
0.5,1935153,2,967576.5,967576.5,965513,969640,2918.2,PushPop,:BasicsTransformerLM.layers.6.attn
0.5,1926040,2,963020.0,963020.0,945226,980814,25164.5,PushPop,:BasicsTransformerLM.layers.5.attn
0.5,1921604,2,960802.0,960802.0,959888,961716,1292.6,PushPop,:BasicsTransformerLM.layers.8.attn
0.5,1899799,2,949899.5,949899.5,927780,972019,31281.7,PushPop,:BasicsTransformerLM.layers.2.attn
0.5,1894409,2,947204.5,947204.5,943561,950848,5152.7,PushPop,:BasicsTransformerLM.layers.1.attn
0.5,1889025,2,944512.5,944512.5,925080,963945,27481.7,PushPop,:BasicsTransformerLM.layers.4.attn
0.5,1885104,2,942552.0,942552.0,920461,964643,31241.4,PushPop,:BasicsTransformerLM.layers.7.attn
0.5,1882195,2,941097.5,941097.5,931977,950218,12898.3,PushPop,:BasicsTransformerLM.layers.11.attn
0.5,1869152,2,934576.0,934576.0,913786,955366,29401.5,PushPop,:BasicsTransformerLM.layers.10.attn
0.4,1828524,24,76188.5,76680.5,68481,94621,5934.1,PushPop,:computing output
0.3,1134789,24,47282.9,46698.0,44825,52152,1978.8,PushPop,:applying attention mask
0.2,695413,2,347706.5,347706.5,335359,360054,17462.0,PushPop,:BasicsTransformerLM.layers.0.attn.q_proj
0.1,530217,2,265108.5,265108.5,263879,266338,1738.8,PushPop,:BasicsTransformerLM.layers.11.ffn
0.1,482271,2,241135.5,241135.5,239708,242563,2018.8,PushPop,:BasicsTransformerLM.layers.0.ffn
0.1,481770,2,240885.0,240885.0,236997,244773,5498.5,PushPop,:BasicsTransformerLM.layers.9.ffn
0.1,480263,2,240131.5,240131.5,220391,259872,27917.3,PushPop,:BasicsTransformerLM.layers.7.ffn
0.1,477266,2,238633.0,238633.0,231230,246036,10469.4,PushPop,:BasicsTransformerLM.layers.5.ffn
0.1,475850,2,237925.0,237925.0,226515,249335,16136.2,PushPop,:BasicsTransformerLM.layers.8.ffn
0.1,459132,2,229566.0,229566.0,218204,240928,16068.3,PushPop,:BasicsTransformerLM.layers.3.ffn
0.1,449170,2,224585.0,224585.0,210563,238607,19830.1,PushPop,:BasicsTransformerLM.layers.1.ffn
0.1,442499,2,221249.5,221249.5,220358,222141,1260.8,PushPop,:BasicsTransformerLM.layers.2.ffn
0.1,442215,2,221107.5,221107.5,212444,229771,12252.0,PushPop,:BasicsTransformerLM.layers.6.ffn
0.1,436509,2,218254.5,218254.5,213932,222577,6112.9,PushPop,:BasicsTransformerLM.layers.10.ffn
0.1,428175,2,214087.5,214087.5,208179,219996,8355.9,PushPop,:BasicsTransformerLM.layers.4.ffn
0.1,347437,2,173718.5,173718.5,168572,178865,7278.3,PushPop,:BasicsTransformerLM.layers.0.ln1
0.1,331386,2,165693.0,165693.0,163149,168237,3597.8,PushPop,:loss
0.1,226131,2,113065.5,113065.5,106435,119696,9376.9,PushPop,:BasicsTransformerLM.layers.0.ln2
0.1,225312,2,112656.0,112656.0,110183,115129,3497.4,PushPop,:BasicsTransformerLM.layers.8.ln2
0.1,223927,2,111963.5,111963.5,105081,118846,9733.3,PushPop,:BasicsTransformerLM.layers.9.ln2
0.1,216962,2,108481.0,108481.0,106623,110339,2627.6,PushPop,:BasicsTransformerLM.layers.3.ln2
0.1,216631,2,108315.5,108315.5,96290,120341,17006.6,PushPop,:BasicsTransformerLM.layers.3.ln1
